kjønn,alder,type justering,statistikkvariabel,måned,value
Begge kjønn,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M06,73.7
Begge kjønn,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M07,73.5
Begge kjønn,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M08,72.5
Begge kjønn,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M09,73.1
Begge kjønn,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M10,72.9
Begge kjønn,15-74 år,Ikke sesongjustert,Arbeidsstyrken i prosent av befolkningen,2024M11,72.8
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M01,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M02,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M03,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M04,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M05,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M06,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M07,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M08,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M09,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M10,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M11,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2006M12,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M01,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M02,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M03,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M04,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M05,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M06,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M07,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M08,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M09,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M10,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M11,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2007M12,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M01,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M02,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M03,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M04,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M05,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M06,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M07,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M08,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M09,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M10,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M11,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2008M12,NA
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M01,70.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M02,71.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M03,71.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M04,71
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M05,71.5
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M06,71.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M07,71.7
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M08,70.5
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M09,69.7
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M10,70.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M11,70.1
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2009M12,69.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M01,69.7
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M02,69.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M03,68.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M04,69.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M05,70.1
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M06,70.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M07,70.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M08,69.5
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M09,69.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M10,69.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M11,70
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2010M12,69.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M01,69
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M02,69.5
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M03,69.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M04,69.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M05,70.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M06,70.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M07,70.8
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M08,69.8
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M09,69.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M10,69.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M11,69.7
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2011M12,70.1
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M01,69.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M02,69.5
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M03,70
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M04,69.5
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M05,70.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M06,70.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M07,70
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M08,69.8
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M09,69.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M10,69.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M11,69.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2012M12,69.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M01,68.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M02,68.8
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M03,69.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M04,68.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M05,69.1
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M06,70.1
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M07,70.5
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M08,69.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M09,69
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M10,69.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M11,69.5
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2013M12,68.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M01,68.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M02,68.8
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M03,68.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M04,69.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M05,69.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M06,69.8
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M07,69.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M08,69.5
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M09,68.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M10,68.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M11,68.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2014M12,69.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M01,68.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M02,68.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M03,68.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M04,68.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M05,69.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M06,69.8
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M07,68.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M08,69
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M09,68.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M10,67.7
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M11,68.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2015M12,68.1
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M01,67.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M02,67.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M03,67.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M04,67.5
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M05,68.1
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M06,68.5
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M07,68.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M08,68.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M09,67.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M10,68.1
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M11,67.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2016M12,66.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M01,67.7
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M02,66.8
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M03,66.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M04,67.7
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M05,67.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M06,68.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M07,68.1
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M08,67.8
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M09,67.1
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M10,67.8
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M11,67.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2017M12,66.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M01,67.5
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M02,67.8
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M03,67.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M04,67.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M05,68.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M06,69.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M07,69.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M08,68.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M09,68.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M10,68.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M11,68.7
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2018M12,68
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M01,67.7
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M02,68
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M03,68.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M04,68.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M05,68.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M06,69.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M07,70.1
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M08,68.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M09,69
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M10,68.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M11,68.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2019M12,69
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M01,68.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M02,68.5
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M03,68.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M04,67.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M05,67.7
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M06,68.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M07,68.1
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M08,67.8
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M09,67.7
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M10,68
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M11,67.7
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2020M12,67.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M01,66.8
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M02,67.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M03,67.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M04,67.7
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M05,68.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M06,70.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M07,69.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M08,69.7
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M09,69.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M10,69.8
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M11,69.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2021M12,69.8
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M01,69.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M02,70.4
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M03,69.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M04,70.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M05,70.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M06,70.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M07,71.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M08,70
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M09,70.1
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M10,70
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M11,69.8
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2022M12,69.9
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M01,69.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M02,69.1
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M03,69.7
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M04,70.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M05,70.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M06,71.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M07,71.1
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M08,70.7
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M09,70.3
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M10,69.8
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M11,70.2
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2023M12,69.6
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2024M01,69.1
Begge kjønn,15-74 år,Ikke sesongjustert,Sysselsatte i prosent av befolkningen,2024M02,69.3
